sample_id,split,label,text_clean,n_words_raw,n_words_clean
83,train,1,جميل deth جيد استمتع حقا حفل كثير مراجع سلبية مبررة قول الوقحة الوقحة حفل موسيقي هائل نهائي كثير طرق صحيح اختيار اغنية r a درجة اولى تمثيل افضل اغاني deth شكل صحيح تسجيل شراء افضل خط فرقة dave تجمعها dave اطلاق يحتوي chris b on lead guitar نغمة النظيفة سيئ فانها مزج شكل مثالي سلاسة تقريب بوم rust in peace عادة ما رائع يتم جمع شمل تشكيلة rip جولة بكل صدق يبدو ديف موستين رائع لعب شكل رائع ويبدو رائع طوال جيد تراجع جونيورز توقيع باس فقد تفويتها بشدة قرص dvd ليل واحد جيد فظيع المنقذ حشد يسير طوال اضافة رائع megadeth warchest,150,103
84,train,1,منتج رائع منتج رائع عمل شكل رائع وباسعار معقول غليت ماء حوالي عشرة استخدام فعل لم اواجه مشاكل ذوق البلاستيكي اخر علقوا ومع قرا دليل تعليمات فعل فانه قول وجه تحديد غلي المياه حوالي فعل تماما ولا توجد مشاكل,57,39
85,train,1,fringe احب حقا موسم سعيد للغاية عاد اوليفيا جانب اخر امل عامل والتر استريد شكل افضل موسم,26,17
86,train,0,حسن مبتذل قليل اخرى مجموع واسع جودة كتاب عدد كتاب والفنانين المعنيين يسير طول طريق الاحجار كريم عنصر موجود velikovsky تكرار المخيب للامال حقيقي اصدار الوسائط saga mccarthy فترة طويل تبرير مكارثي وثائق شيوعية صدرت سقوط الجدار دافع الكسل فكر خوف مواجهة الحقائق معروف لا يزال كتاب يخطئ مواد جيد تعوض حد ما سيئ,84,54
87,train,0,نكتة فرقة تقوم بالسمفونية لا يزال يشتري قبلة الاقراص مدمج تعلم انتهى يتعين علي اعادة صياغة اغاني سيئ قديم تنسيق السمفونية يالها مزح,34,23
88,val,0,تلفزيون رائع غير موثوق وحدة فكر الشهرين اول bargin رائع بدا اعادة تدوير تشغيل رفض تشغيل اطلاق ما حصل شاشة سوداء وضوء ازرق اتصلوا ب samsung قال انني حاجة خدمة خدمة لم يتم استدعاؤها ظهر للتعيين لدي مزود خدمة مختلف انخفض تلفزيون اكثر اسبوع اخر اقل حاول samsung اكثر عام لم يكن لدي تلفزيون خرج غضون يوم تسليم,86,58
89,train,1,غريب اعتقد ما يثيرني الالبوم خيار غريب اغاني لم يكن ممكن يختار nouvelle vague شيئا سوى كلاسيكي موجة جديد تغطي بدل الق الالحان غامض غير متوقع قليل مفهوم غريب بما كفاية سمع نكتة قتل dead kennedy do this way مجرد ملتوية شك تسجيل جديد يتم شكل جيد الغناءات مثير للتهوية الاحيان الاحيان شكل عام ممتع مفضل لدي tuxedomoon بطريق تحدث,88,60
90,train,0,حزين وماساوي كتاب حزين وخطير حقا شخصية حزين وخطيرة رجل رمز للمشاكل امريكي جميع انحاء عالم,20,16
91,train,1,melissa doug rainbow stacker حفيد يحب لعبة مشرق وملون متين جدا لم اكن ادرك جعل مطرقة سلاح رائع استخدام الادوات منزلي اشخاص اخر,30,23
92,val,1,يرسل paracelsus vincent رحلة غير متوقع يجد سكان النفق معضلة كمنتج لدواء ترفيه خطير مسؤول العديد وفي علا رجل يسمى paracelsus نفيه عدة سنوات مكن ايقاف الباراسيلس دون مخاطر بانه سيعرض وجود مجتمع النفق للسلطات علا اخذ فنسنت مهمة يجد باراسيلسوس عدو هائل دراما جيد وهذه حلقة تعرفنا paracelsus غامض عام اجرى استطلاعا جمال ومشجعي وحش طلب منهم تقييم حلقة الموسمين اول مقياس شارك مشجعا انهى the alchemist مركز الرابع عشر اصل حلقة وضع the alchemist ترتيب حلق شخصية حلق,119,80
93,train,0,فظيع ربما الفيلم اسوا نوع راي اطلاق لم يكن مخيف تصرفات شخصي غير منطقي وكانت استمرار ابعد رعب اخوض مزيد التفاصيل لكنني غاضب جدا مشاهد درجة انني لا ارغب تكريمه,46,30
94,train,1,اللقاء عظيم اجتماع خاص كولومبوس مدرس مهم تعريض طلاب لجميع المعلومات موضوع ما لدي العديد طلاب لاسال عما امريكي اصل فريق يزورون امريكا عبودية يروي كتاب قصة جيب سؤال,41,29
95,train,1,لا توجد زخرفة لا حشو عصابة عار brandos تقع حالة التزايد تحصل درجة ضجيج والشعبية الرجال متقدمين فرقة تغطى لحن ccr جعل تستحق لبث والتمارينات نقدي قرص المضغوط صفقة ولن شعر خيبة امل,53,33
96,train,1,مديري مملكة سماء قطع افضل كثير اصدار اصلي دقيقة لقطة اضافي لم شاهد مسرح جعل خط قصة افضل كثير شراء لاي شخص,30,22
97,train,1,نسبة للرجال نساء ساعد كتاب فهم زوجي مستوى لم اكن اعرف ابدا نتيجة ساعدنا كلانا تعرف طريقة يعتقد الرجال طريقة يعتقدها جميع الرجال بالتمكين,34,24
98,train,1,رواية جريمة المسلوقة نهاية المطاف جريمة كتاب خرج حالي بول كين نشر مزيد الروايات رواية كتب العديد قصص قصير جميل فقد مشهور هاميت وتشاندلر كتب احد مراجع سنوات قراءة fast one سفر انتاركتيكا مجرد وصولك لم يكن مكان اخر عبارة اخرى رواية حقا اصعب واصعب واجمل اكثر دموي نوع المسلوق حدد الحواف خارجي خيال قاسي احتياطي terse ودون استرداد قيمة اجتماعي عمل رائع اوصي بشده فعل ما بوسعك للعثور نسخة لا مكن الحصول,112,73
99,test,0,يلخص محبط شكل جيد اعترف تحياتي كتب مصاص الدماء انني احب قصة حقا نظر داخلي وحش وجهة نظر اتعاطف طابع محدد جيد لستراهد تصنيف منخفض بسيط نهاية فقدان تاتيانا بساطة انسانا تفكير عمل مثال للماساة احب حقيقة لم ينته لكنني لم عجب حيث انتهى اطلاق حساب نهاية كتاب وحيد اكثر احباط قرا حياة اشعر نهاية نظرة انسانية يساء فهم تالي يطلق وحش دون شعور طريقة بشرية لعن الابد ما لا يفهمه عالم صنع نهاية كسر كتاب حطم كتاب شكل فظيع لم انتهي تقريب قراء رايت ما حدث كتاب وحيد القيته اطلاق,132,91
100,train,1,هاتف صغير ممتع طفل يحب هاتف صغير ونحن نحب ناعم وامن يحتوي عدد قليل الاصوات جزء وجه فيلم عاكس عمل كمراة,26,21
101,val,0,boohbah ربما سيحب اطفال صغار عرض لكنني شاهد وبرنامج تلفزيون اكثر تاخير تاريخ عالم قارنها بالرسوم الكاريكاتورية عام تستهدف فئة عمر وستجد اكثر كثير حسن معقد اطفال غبيين شكل متزايد حال فان عرض دور الاجانب المنتفخين كبار يعبدون اطفال صغار ويرسلون الهدايا هدية يرتفع هواء ما قصص صغير الجد والجدة والاخ والاخ والتي واضح صنع اطفال الغبيين للغاية لانهم يدورون بسيط للغاية اطفال يقفزون جورب عملاق وصرير الجديستمع صوت ولا عرف ماهية مدة دقيقة يكتشف وهم جميعا يثيرون ضحكا صامتا حصل اطفال صغار جدا الرضع سنوات,132,86
102,train,0,العث وحيد اشتعلت الفخ القيتها الفخ لا عمل ولد اربعة الفخاخ اعداد جميع انحاء منزل العث وحيد الفخاخ العث اشتعلت والقيت الفخ احباط,40,23
103,val,1,دليل اكثر اكتمال كتاب مفيد للغاية عمل صناعة hdtv اداة مفيد نسبة حيث تشير مفاهيم جديد حد ما ليس سهل فهم نسبة للمهندسين المهرة توقيت hdtv,37,26
104,train,0,لا توجد نسخة blu ray cabret عام احد اكثر الافلام رهيب العصور فوز مديح نقدي جوائز الاوسكار للتمهيد نهاية المطاف موسيقي رسالة ومع لم يتم استعادة اصدار blu ray الفيلم مهم حقا تساءل مراجع قرا لسنوات تعد اصدار dvd cabaret متوفر بمثابة خيب حقيقي للمستهلكين ومحبي الفيلم تتراوح تعليق جودة رهيب لا تستحق شراء عرف شخص رفض استوديو warner bros اصدار الفيلم تنسيق يستحقه شكل غني جدا اعطى نجم لانني لا احب حقيقة لا وجد بلو راي الملهى متاح اكثر عام,114,81
